record #,timestamp,county code,zip,Registered,Primary,Ballot,Biden defeats Trump,Bloomberg defeats Trump,Buttigieg defeats Trump,Gabbard defeats Trump,Klobuchar defeats Trump,Sanders defeats Trump,Steyer defeats Trump,Warren defeats Trump,1,2,3,4,5,6,7,Ranked choice voting,LDPV,Gender,Age,<50 / 50+,Race,Party Affiliation,Ideology,2016 vote,Education,Income,Martial status,Child < 18,Religion,Evangelical,Union HH,Military HH,LGBTQ HH,Urbanicity,Region,weight
111910XXXX,02/25/20 10:20 PM,12057,33610,1,5,2,15,2,10,23,2,2,2,10,c5,c6,c7,c3,c4,c2,c9,3,1,1,49,1,3,1,3,3,3,2,2,2,2,2,2,2,2,1,3,0.616342712
143100XXXX,02/25/20 10:43 PM,12057,33511,1,6,1,0,0,0,0,0,50,0,0,,,,,,,,,2,1,25,1,3,1,3,1,1,2,1,2,1,1,2,2,2,2,3,1.029281718
176100XXXX,02/25/20 10:47 PM,12057,33596,1,5,2,40,10,10,10,5,5,10,10,c1,c9,,,,,,,1,1,45,1,3,3,3,2,1,3,2,2,4,2,2,2,1,2,3,0.616342712
158110XXXX,02/26/20 11:31 AM,12059,32425,1,4,,30,10,10,12,15,40,10,20,,,,,,,,,2,2,20,1,3,3,3,4,2,1,1,1,3,3,2,1,1,1,3,0.630920158
155110XXXX,02/26/20 11:31 AM,12061,32963,1,7,1,5,15,5,5,5,10,5,5,,,,,,,,,2,2,75,2,3,1,2,1,1,3,2,2,2,2,2,1,2,2,3,0.789827415
494100XXXX,02/25/20 10:16 PM,12063,32440,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,1,39,1,3,1,1,1,2,2,2,1,1,2,2,1,2,3,3,0.616342712
198410XXXX,02/26/20 11:32 AM,12069,34714,2,,,,,,,,,,,,,,,,,,,2,2,42,1,1,3,3,4,2,1,2,1,4,2,2,2,2,2,3,0.83118053
217100XXXX,02/25/20 10:14 PM,12069,32159,1,6,2,75,50,45,15,25,50,15,35,c2,c1,c3,c8,c6,c9,,2,1,2,55,2,3,2,6,2,3,2,2,2,4,3,2,2,2,2,3,0.750664219
487100XXXX,02/25/20 10:16 PM,12069,34711,1,6,2,35,70,45,0,0,50,0,40,c9,,,,,,,,1,2,68,2,2,2,4,2,3,3,3,3,1,2,2,2,2,2,3,1.568452292
844100XXXX,02/25/20 10:19 PM,12069,32778,1,6,2,70,30,0,0,0,90,0,70,c6,c8,c2,c1,c9,,,1,1,2,34,1,3,3,5,3,1,1,2,1,4,2,2,1,2,2,3,0.630920158
200010XXXX,02/26/20 11:31 AM,12069,34748,1,4,,0,40,5,0,5,40,5,5,,,,,,,,,2,1,36,1,3,1,2,1,2,1,1,2,4,2,2,2,2,3,3,0.616342712
301100XXXX,02/25/20 11:03 PM,12069,34715,1,6,2,80,80,75,25,90,95,45,75,c5,c1,c6,c2,c3,c7,c8,1,1,1,51,2,3,2,3,2,3,3,2,2,1,2,2,2,2,2,3,0.807961723
551100XXXX,02/25/20 10:18 PM,12071,33974,1,4,,60,40,80,30,20,70,50,40,,,,,,,,,2,2,35,1,1,2,4,2,1,1,1,1,4,1,2,2,2,3,3,0.83118053
471000XXXX,02/25/20 10:07 PM,12071,33967,2,,,,,,,,,,,,,,,,,,,2,2,68,2,3,3,2,4,2,2,2,2,3,2,2,2,2,2,3,0.789827415
110610XXXX,02/25/20 10:23 PM,12071,33905,1,5,2,70,80,40,0,50,30,0,60,c1,c8,c3,c5,c9,,,2,1,2,66,2,3,2,4,2,2,1,1,2,4,2,2,2,2,2,3,0.789827415
147100XXXX,02/25/20 10:44 PM,12071,33913,1,3,,20,20,50,30,30,20,50,30,,,,,,,,,2,1,32,1,3,2,3,3,2,3,1,2,1,1,2,2,2,2,3,1.029281718
100110XXXX,02/25/20 10:21 PM,12073,32303,1,6,2,50,50,70,60,50,59,50,60,c1,c2,c6,c4,c7,c5,c8,1,1,2,19,1,2,2,2,2,1,1,1,2,3,1,2,2,2,1,3,0.781752262
345100XXXX,02/25/20 10:15 PM,12073,32303,1,4,,70,65,15,10,23,49,2,23,,,,,,,,,2,1,42,1,3,3,3,3,3,3,2,2,1,1,2,1,2,1,3,0.616342712
196210XXXX,02/26/20 11:32 AM,12081,34203,3,,,,,,,,,,,,,,,,,,,2,2,45,1,3,3,6,4,2,1,1,1,4,2,2,1,2,2,3,0.647561373
213810XXXX,02/26/20 12:41 PM,12081,34209,1,6,2,25,90,0,0,0,25,0,25,c2,c6,c1,c7,c9,,,2,1,2,64,2,3,2,2,2,3,3,2,2,2,2,2,2,2,2,3,0.750664219
588100XXXX,02/25/20 10:18 PM,12081,34221,1,4,,10,40,30,0,0,60,5,40,,,,,,,,,2,1,18,1,3,2,4,4,1,2,1,1,4,2,1,2,2,2,3,1.029281718
283100XXXX,02/25/20 11:01 PM,12081,34221,1,2,,10,20,30,0,0,70,0,40,,,,,,,,,2,1,18,1,3,2,4,4,2,2,2,2,1,2,1,2,2,2,3,1.029281718
134310XXXX,02/26/20 11:29 AM,12083,34475,1,1,,0,25,0,0,25,25,25,0,,,,,,,,,2,2,41,1,1,3,1,3,2,1,2,1,3,1,2,2,2,3,3,0.83118053
155910XXXX,02/26/20 11:31 AM,12083,34471,1,4,,0,0,0,0,0,30,0,0,,,,,,,,,2,2,48,1,1,1,1,1,2,1,2,2,3,1,2,2,2,2,3,0.83118053
583100XXXX,02/25/20 10:18 PM,12083,34471,1,6,1,0,50,0,0,0,0,0,0,,,,,,,,,2,2,57,2,3,3,3,1,1,2,3,2,3,2,2,2,1,2,3,0.750664219
161310XXXX,02/26/20 11:34 AM,12083,34479,1,6,1,70,80,10,0,0,0,0,0,,,,,,,,,2,2,45,1,6,1,2,2,3,2,2,1,2,2,1,1,1,3,3,0.750282786
217310XXXX,02/26/20 12:41 PM,12083,32179,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,2,52,2,3,1,1,1,1,2,2,2,1,1,2,2,2,3,3,0.750664219
736100XXXX,02/25/20 10:19 PM,12085,34957,1,7,2,57,10,75,23,0,99,53,89,c1,c5,c6,c2,c8,c4,c3,4,1,1,21,1,3,3,4,3,2,3,1,2,3,1,2,1,1,2,3,1.029281718
181100XXXX,02/25/20 10:13 PM,12086,33033,2,,,,,,,,,,,,,,,,,,,2,2,22,1,1,2,5,4,3,3,3,2,4,3,2,2,2,3,3,0.767880689
279100XXXX,02/25/20 10:14 PM,12086,33167,1,6,2,10,10,20,10,20,10,10,10,c8,c5,c6,c2,c7,c4,c3,1,1,2,23,1,1,2,3,3,1,1,1,2,2,1,2,1,2,1,3,0.767880689
548100XXXX,02/25/20 10:18 PM,12086,33186,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,2,19,1,1,1,2,1,2,1,1,2,4,1,2,2,2,1,3,0.767880689
198210XXXX,02/26/20 11:31 AM,12086,33169,1,6,2,100,0,0,0,0,0,0,50,c1,c9,,,,,,,1,2,37,1,1,2,6,2,1,1,3,2,1,1,2,2,2,2,3,0.83118053
204710XXXX,02/26/20 11:32 AM,12086,33125,2,,,,,,,,,,,,,,,,,,,2,2,43,1,1,2,2,2,3,2,2,1,1,1,1,2,2,1,3,0.83118053
217710XXXX,02/26/20 12:41 PM,12086,33055,1,6,2,0,100,50,0,0,0,0,0,c2,c1,c8,c9,,,,,1,2,32,1,1,2,4,2,2,1,1,1,2,1,2,2,2,1,3,0.767880689
421000XXXX,02/25/20 10:06 PM,12086,33186,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,1,59,2,1,1,3,1,2,3,1,2,2,2,2,2,2,2,3,0.624475369
180110XXXX,02/26/20 11:33 AM,12086,33130,2,,,,,,,,,,,,,,,,,,,2,1,56,2,1,3,5,5,2,1,1,2,4,1,2,2,2,1,3,0.624475369
196910XXXX,02/26/20 11:31 AM,12086,33177,1,7,2,0,0,0,100,0,0,0,0,c2,c6,c1,c3,c9,,,1,1,1,63,2,1,2,3,2,2,2,2,2,2,1,2,2,2,2,3,0.624475369
221910XXXX,02/26/20 01:44 PM,12086,33032,2,,,,,,,,,,,,,,,,,,,2,1,49,1,1,4,3,4,1,1,2,2,2,2,2,2,2,1,3,1.304161943
501000XXXX,02/25/20 10:29 PM,12086,33157,1,6,2,5,90,0,0,0,90,0,0,c2,c6,c1,c5,c8,c7,c4,2,1,1,32,1,1,2,3,2,1,1,2,1,3,1,2,2,2,1,3,1.232402347
110100XXXX,02/25/20 10:38 PM,12086,33010,2,,,,,,,,,,,,,,,,,,,2,1,41,1,1,1,3,4,2,1,1,2,4,2,2,2,2,2,3,1.304161943
419100XXXX,02/26/20 12:44 AM,12086,33012,1,3,,25,75,50,0,40,0,0,0,,,,,,,,,2,1,55,2,1,2,4,4,1,2,2,1,4,2,1,2,2,1,3,0.624475369
250100XXXX,02/25/20 10:14 PM,12086,33176,2,,,,,,,,,,,,,,,,,,,2,2,25,1,2,3,4,4,3,2,1,2,3,2,2,2,2,1,3,0.781752262
395100XXXX,02/25/20 10:15 PM,12086,33033,1,8,,,,,,,,,,,,,,,,,,2,2,30,1,3,1,6,2,1,1,1,2,4,1,2,2,2,3,3,0.630920158
612100XXXX,02/25/20 10:18 PM,12086,33054,1,6,2,40,0,0,0,0,30,0,30,c6,c1,c8,c9,,,,,1,2,22,1,2,2,4,2,2,2,1,2,3,2,2,2,2,1,3,0.781752262
848100XXXX,02/25/20 10:19 PM,12086,33160,1,6,5,,,,,,,,,,,,,,,,,2,2,34,1,2,2,3,2,2,2,2,1,1,2,2,2,2,1,3,0.781752262
174710XXXX,02/26/20 11:33 AM,12086,33186,1,5,3,60,50,50,50,50,50,50,50,,,,,,,,,2,2,47,1,4,3,3,2,3,3,2,1,4,2,2,2,2,2,3,0.750282786
184410XXXX,02/26/20 11:34 AM,12086,33033,1,6,1,50,50,50,50,50,50,50,50,,,,,,,,,2,2,29,1,3,1,1,1,1,3,1,2,2,2,2,2,2,1,3,0.630920158
139110XXXX,02/26/20 11:30 AM,12086,33170,1,6,1,30,15,0,0,10,20,0,0,,,,,,,,,2,1,18,1,2,3,3,1,1,1,1,1,2,1,2,2,2,2,3,0.965410792
152210XXXX,02/26/20 11:31 AM,12086,33161,1,6,5,,,,,,,,,,,,,,,,,2,1,24,1,2,2,3,4,2,2,1,2,2,1,2,2,2,2,3,0.965410792
421000XXXX,02/25/20 10:28 PM,12086,33186,1,6,1,45,60,46,40,50,50,55,70,,,,,,,,,2,1,35,1,2,1,5,2,3,3,2,1,3,1,2,1,2,1,3,0.730263431
213100XXXX,02/25/20 10:52 PM,12086,33033,1,2,,50,45,20,30,50,25,35,100,,,,,,,,,2,1,21,1,3,1,3,1,2,2,1,2,2,2,2,2,2,2,3,1.029281718
146100XXXX,02/25/20 10:12 PM,12087,33040,1,6,2,50,25,45,0,59,25,10,45,c5,c1,c9,,,,,,1,2,41,1,3,2,4,2,3,2,1,2,3,2,2,2,2,3,3,0.647561373
303100XXXX,02/25/20 10:14 PM,12087,33040,2,,,,,,,,,,,,,,,,,,,2,2,30,1,2,2,1,4,3,1,1,2,3,1,2,2,2,1,3,0.781752262
167410XXXX,02/26/20 11:33 AM,12087,33040,1,1,,0,100,0,0,0,0,0,0,,,,,,,,,2,2,45,1,3,2,3,2,1,2,2,2,4,2,2,2,2,3,3,0.647561373
253100XXXX,02/25/20 10:14 PM,12089,32097,1,5,5,,,,,,,,,,,,,,,,,2,2,52,2,3,3,2,1,2,2,1,1,3,1,2,2,2,1,3,0.750664219
180010XXXX,02/26/20 11:32 AM,12089,32011,1,6,1,25,25,10,0,0,15,0,0,,,,,,,,,2,1,56,2,3,1,2,1,3,3,2,2,2,2,2,1,2,3,3,0.807961723
365100XXXX,02/25/20 10:15 PM,12095,32811,1,6,2,40,50,30,20,29,40,30,20,c2,c6,c1,c3,c5,c8,c7,1,1,2,31,1,1,2,3,2,2,3,2,1,1,1,2,2,2,2,3,0.767880689
573100XXXX,02/25/20 10:18 PM,12095,32828,1,6,1,0,100,0,0,0,0,0,0,,,,,,,,,2,2,58,2,1,1,1,1,3,1,2,2,2,1,2,2,2,3,3,2.199029494
114510XXXX,02/25/20 10:20 PM,12095,32801,1,6,2,50,0,0,0,0,50,0,50,c6,c1,c8,c3,c5,c4,c7,2,1,2,25,1,1,3,3,2,2,2,1,2,4,2,2,2,2,2,3,0.767880689
699100XXXX,02/25/20 10:17 PM,12095,32792,1,4,,25,10,11,10,40,80,5,4,,,,,,,,,2,1,25,1,1,1,2,3,3,2,1,2,2,2,2,2,2,1,3,1.232402347
601100XXXX,02/26/20 01:23 PM,12095,32837,1,6,2,35,80,80,0,40,25,0,20,c2,c3,c5,c1,c7,c6,c8,5,1,1,58,2,1,3,3,3,3,3,2,2,2,2,2,2,2,2,3,0.624475369
173810XXXX,02/26/20 11:33 AM,12095,32703,1,3,,55,44,36,33,15,29,42,77,,,,,,,,,2,1,39,1,3,1,2,2,2,3,3,1,2,2,2,2,2,2,3,0.616342712
259100XXXX,02/25/20 10:14 PM,12095,32808,2,,,,,,,,,,,,,,,,,,,2,2,23,1,5,4,6,4,1,1,1,2,4,3,2,2,1,1,3,0.53893458
360100XXXX,02/25/20 10:15 PM,12095,32712,1,5,1,0,20,5,0,0,15,0,25,,,,,,,,,2,2,80,2,3,1,2,1,3,3,2,2,1,2,2,2,2,1,3,0.789827415
417100XXXX,02/25/20 10:15 PM,12095,32817,1,6,3,50,60,0,0,0,45,0,10,,,,,,,,,2,2,51,2,4,2,3,2,3,2,1,2,1,2,2,1,2,2,3,1.1188231
770100XXXX,02/25/20 10:18 PM,12095,32803,1,7,2,30,50,10,0,0,20,10,10,c2,c1,c7,c3,c8,c5,c6,1,1,2,64,2,3,2,3,2,1,2,2,2,4,2,2,2,2,2,3,0.750664219
975100XXXX,02/25/20 10:21 PM,12095,32832,2,,,,,,,,,,,,,,,,,,,2,2,47,1,3,1,2,4,3,2,2,1,1,1,2,2,2,1,3,0.647561373
154910XXXX,02/26/20 11:31 AM,12095,34787,1,6,1,10,50,20,0,0,10,0,0,,,,,,,,,2,2,58,2,3,1,2,1,3,3,2,2,1,2,2,2,2,2,3,0.750664219
160110XXXX,02/26/20 11:30 AM,12095,32825,1,6,2,20,10,10,10,10,10,20,10,c6,c1,c2,c4,c5,c7,c8,1,1,2,29,1,3,3,4,2,2,2,1,2,4,2,2,2,1,2,3,0.630920158
174810XXXX,02/26/20 11:32 AM,12095,32712,1,3,,0,0,0,0,0,0,0,0,,,,,,,,,2,2,41,1,3,2,2,2,1,1,2,1,3,1,2,2,2,2,3,0.647561373
196510XXXX,02/26/20 11:32 AM,12095,32810,1,7,2,50,40,40,0,20,40,20,20,c3,c1,c2,c5,c6,c7,c8,2,1,2,40,1,4,2,3,2,3,3,2,2,4,2,2,1,1,2,3,0.750282786
488100XXXX,02/25/20 10:16 PM,12095,32792,1,6,1,0,50,0,0,25,0,0,25,,,,,,,,,2,1,18,1,3,1,1,1,1,1,1,2,2,2,2,2,1,2,3,1.029281718
136710XXXX,02/26/20 11:30 AM,12095,32712,1,6,2,0,0,0,0,0,100,0,20,c6,c8,c4,c9,,,,,1,1,26,1,2,3,5,4,1,1,1,2,4,2,2,2,2,2,3,0.965410792
258100XXXX,02/25/20 10:58 PM,12095,32811,1,6,2,100,100,100,100,100,100,100,100,c1,c6,c2,c8,c3,c5,c4,1,1,1,42,1,2,2,3,2,1,1,1,2,4,2,2,2,2,1,3,0.730263431
336100XXXX,02/25/20 11:10 PM,12095,32808,1,6,2,80,70,70,40,30,90,10,80,c6,c8,c3,c1,c5,c2,c9,1,1,1,34,1,2,2,4,2,1,1,1,2,2,2,2,2,2,1,3,0.965410792
500100XXXX,02/26/20 11:39 AM,12095,32825,1,2,,0,30,10,20,10,12,50,10,,,,,,,,,2,1,40,1,3,2,1,1,3,3,2,1,3,1,2,2,2,1,3,0.616342712
537100XXXX,02/26/20 11:43 AM,12095,32837,1,6,2,50,75,50,60,50,75,50,50,c6,c8,c1,c2,c7,c4,c5,2,1,1,29,1,2,2,4,3,2,2,1,2,2,1,2,2,2,1,3,0.965410792
187110XXXX,02/26/20 11:32 AM,12097,34744,1,5,2,40,70,0,0,0,0,0,0,c2,c1,c9,,,,,,1,2,18,1,1,2,2,4,1,1,1,2,1,1,2,2,2,1,3,0.767880689
196310XXXX,02/26/20 11:32 AM,12097,34741,1,7,1,0,0,0,0,0,0,0,0,,,,,,,,,2,2,30,1,3,1,1,1,2,2,2,2,3,1,2,2,2,2,3,0.630920158
562100XXXX,02/25/20 10:18 PM,12097,34746,2,,,,,,,,,,,,,,,,,,,2,1,42,1,2,3,3,1,1,1,1,2,4,2,2,2,2,1,3,0.730263431
186410XXXX,02/26/20 11:32 AM,12097,34746,1,6,2,0,0,0,0,0,100,0,100,c6,c1,c2,c3,c7,c8,c5,5,1,1,46,1,3,2,1,2,3,3,2,1,2,2,2,2,2,1,3,0.616342712
670100XXXX,02/25/20 10:17 PM,12099,33483,1,5,1,20,40,0,15,0,5,0,5,,,,,,,,,2,1,30,1,3,1,2,1,2,2,1,2,2,2,2,2,2,2,3,1.029281718
111310XXXX,02/25/20 10:23 PM,12099,33428,1,6,2,52,53,51,0,52,56,52,55,c8,c6,c1,c5,c3,c7,c2,2,1,1,69,2,3,2,5,2,3,2,2,2,3,2,2,2,2,2,3,0.67613288
213100XXXX,02/25/20 10:14 PM,12101,34639,1,7,1,0,0,70,0,70,80,0,60,,,,,,,,,2,2,66,2,1,1,3,1,3,2,2,2,1,1,2,2,2,2,3,2.608900281
921000XXXX,02/25/20 10:08 PM,12101,33544,1,6,2,10,20,20,0,0,0,0,50,c8,c5,c1,c3,c7,c2,c9,4,1,2,62,2,3,2,4,2,2,2,2,2,4,2,2,2,1,2,3,0.750664219
211100XXXX,02/25/20 10:14 PM,12101,34655,1,2,,0,0,0,0,0,0,0,0,,,,,,,,,2,2,36,1,2,2,2,3,2,2,2,2,2,1,2,2,1,1,3,1.026332677
738100XXXX,02/25/20 10:19 PM,12101,34667,2,,,,,,,,,,,,,,,,,,,2,2,30,1,3,3,5,4,2,1,3,1,3,2,2,2,2,2,3,0.630920158
983100XXXX,02/25/20 10:21 PM,12101,34667,1,6,2,4,3,3,6,5,2,4,5,c6,c2,c4,c7,c3,c5,c8,2,1,2,20,1,2,3,2,3,1,2,3,2,1,2,2,2,2,1,3,0.781752262
133810XXXX,02/26/20 11:29 AM,12101,34691,1,6,2,60,65,65,25,55,85,35,60,c6,c8,c5,c2,c9,,,1,1,2,38,1,3,2,5,2,3,3,2,1,4,2,2,2,1,1,3,0.647561373
186510XXXX,02/26/20 11:32 AM,12101,34653,1,6,2,10,30,0,5,0,0,0,0,c6,c1,c8,c5,c2,c3,c7,1,1,2,23,1,3,2,3,3,1,2,1,1,4,2,2,2,2,2,3,0.630920158
194610XXXX,02/26/20 11:32 AM,12101,34690,1,6,2,20,50,25,0,0,100,0,60,c6,c2,c8,c5,c3,c1,c9,2,1,2,40,1,3,2,4,4,3,3,1,2,4,2,2,2,2,1,3,0.647561373
207910XXXX,02/26/20 12:39 PM,12101,34653,1,5,2,15,25,10,30,10,0,10,0,c4,c1,c2,c9,,,,,1,2,57,2,3,3,4,2,3,1,2,2,3,2,2,2,1,2,3,0.750664219
790100XXXX,02/25/20 10:19 PM,12101,33544,1,6,2,0,30,39,0,0,60,0,60,c9,,,,,,,,1,1,35,1,2,2,3,2,3,3,2,1,4,2,2,2,2,2,3,0.730263431
164210XXXX,02/26/20 11:33 AM,12101,33540,1,6,2,45,50,30,0,0,20,0,40,c6,c1,c3,c2,c8,c4,c5,3,1,1,59,2,3,3,4,4,3,1,2,2,4,2,2,2,2,3,3,0.807961723
505100XXXX,02/25/20 10:16 PM,12103,33762,1,6,3,40,70,10,30,20,20,30,20,,,,,,,,,2,1,32,1,1,3,3,2,3,1,2,2,2,2,2,2,2,1,3,1.232402347
177310XXXX,02/26/20 11:32 AM,12103,33706,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,2,88,2,3,1,1,1,2,2,2,2,2,2,2,1,2,2,3,0.789827415
104100XXXX,02/25/20 10:09 PM,12103,33782,1,6,1,0,25,49,0,0,25,0,0,,,,,,,,,2,1,72,2,3,3,3,3,3,3,2,2,2,2,2,1,2,2,3,0.67613288
208310XXXX,02/26/20 12:40 PM,12103,33761,1,5,1,20,22,22,30,15,30,35,15,,,,,,,,,2,1,48,1,3,1,2,1,3,2,1,2,4,2,2,2,2,2,3,0.616342712
710000XXXX,02/25/20 10:15 PM,12103,33774,1,6,2,0,0,10,10,0,0,0,0,c4,c1,c6,c8,c2,c3,c5,2,1,1,36,1,3,3,2,1,2,2,1,2,1,1,2,1,1,2,3,0.616342712
348100XXXX,02/25/20 11:17 PM,12103,33781,1,2,,0,10,0,75,50,25,0,0,,,,,,,,,2,1,59,2,3,1,1,1,1,2,1,2,3,2,2,2,2,2,3,0.807961723
578100XXXX,02/26/20 11:46 AM,12103,34689,1,6,1,0,25,20,50,0,50,0,0,,,,,,,,,2,1,51,2,3,3,2,1,3,3,2,1,4,2,2,2,2,2,3,0.807961723
128110XXXX,02/26/20 11:29 AM,12105,33844,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,2,32,1,1,1,2,1,2,2,2,1,3,3,2,2,2,3,3,0.767880689
631100XXXX,02/25/20 10:17 PM,12105,33813,2,,,,,,,,,,,,,,,,,,,2,1,18,1,1,2,3,1,1,1,1,2,4,2,2,2,2,1,3,1.232402347
563100XXXX,02/26/20 11:45 AM,12105,33811,1,5,2,75,95,5,10,15,90,12,11,c2,c1,c8,c3,c7,c6,c4,1,1,1,42,1,1,2,4,1,3,3,2,2,2,1,2,2,2,2,3,1.304161943
109710XXXX,02/25/20 10:23 PM,12105,33898,2,,,,,,,,,,,,,,,,,,,2,2,50,2,3,3,3,4,1,1,3,2,2,3,2,1,2,3,3,0.750664219
132110XXXX,02/26/20 11:29 AM,12105,33823,1,5,2,76,46,1,15,0,80,0,90,c8,c9,,,,,,,1,2,18,1,3,2,4,4,1,1,1,2,4,2,2,2,1,2,3,0.630920158
100610XXXX,02/25/20 10:21 PM,12105,33880,1,4,,20,10,10,20,5,50,40,20,,,,,,,,,2,1,21,1,3,1,3,1,2,1,1,2,2,2,2,2,2,1,3,1.029281718
125810XXXX,02/25/20 10:47 PM,12105,33811,1,6,1,5,20,6,3,4,10,8,3,,,,,,,,,2,1,78,2,3,1,3,1,3,3,2,2,2,2,2,2,2,2,3,0.67613288
119100XXXX,02/25/20 10:39 PM,12105,33805,1,6,3,0,35,0,75,30,80,0,75,,,,,,,,,2,1,41,1,2,3,2,3,2,1,3,2,1,1,2,2,1,2,3,0.730263431
458100XXXX,02/26/20 11:34 AM,12105,33805,1,4,,0,60,35,0,0,75,25,45,,,,,,,,,2,1,56,2,3,1,3,4,2,3,2,2,3,2,2,2,2,2,3,0.807961723
209210XXXX,02/26/20 12:39 PM,12107,32148,1,6,1,10,0,10,0,0,0,0,0,,,,,,,,,2,2,60,2,3,1,2,1,2,1,2,2,1,1,2,2,2,3,3,0.750664219
316100XXXX,02/25/20 11:07 PM,12113,32563,1,4,,35,75,25,5,0,65,0,10,,,,,,,,,2,1,30,1,3,2,4,2,2,1,1,1,1,2,2,2,2,2,3,1.029281718
164410XXXX,02/26/20 11:33 AM,12115,34231,1,6,3,10,90,70,0,10,0,0,0,,,,,,,,,2,2,46,1,3,3,3,2,3,3,3,2,4,2,2,2,2,2,3,0.647561373
147510XXXX,02/26/20 11:31 AM,12117,32714,1,4,,50,50,0,0,0,0,0,0,,,,,,,,,2,1,24,1,1,3,2,1,2,1,1,2,2,2,2,2,2,2,3,1.232402347
436100XXXX,02/25/20 10:16 PM,12117,32714,1,6,2,50,50,40,10,50,50,10,50,c6,c2,c8,c9,,,,,1,2,45,1,3,2,4,2,3,3,2,1,3,1,2,2,2,2,3,0.647561373
560100XXXX,02/25/20 10:18 PM,12117,32701,1,6,2,0,90,0,0,0,0,0,10,c2,c8,c9,,,,,,1,2,35,1,3,2,3,3,3,2,2,1,3,2,2,2,2,2,3,0.647561373
849100XXXX,02/25/20 10:19 PM,12117,32746,1,5,1,0,50,50,0,0,0,0,0,,,,,,,,,2,1,45,1,3,3,3,1,1,2,2,1,4,2,1,1,2,2,3,0.616342712
117510XXXX,02/25/20 10:26 PM,12117,32708,1,6,2,75,80,60,0,54,55,20,55,c1,c8,c5,c7,c6,c3,c2,2,1,1,66,2,3,2,5,2,2,3,2,2,2,2,2,2,2,2,3,0.67613288
135310XXXX,02/26/20 11:30 AM,12117,32771,1,3,,25,35,0,0,0,50,0,25,,,,,,,,,2,1,39,1,3,3,3,4,1,3,2,1,3,1,2,2,2,2,3,0.616342712
565100XXXX,02/26/20 11:42 AM,12121,32071,2,,,,,,,,,,,,,,,,,,,2,1,26,1,3,1,6,4,2,2,1,2,4,3,2,2,2,3,3,1.029281718
169110XXXX,02/26/20 11:33 AM,12123,32347,1,6,3,50,15,25,0,40,60,0,75,,,,,,,,,2,2,36,1,3,3,4,4,2,1,1,2,4,2,2,2,2,3,3,0.647561373
342100XXXX,02/25/20 10:15 PM,12125,32083,1,2,,0,0,0,0,0,0,0,0,,,,,,,,,2,1,41,1,3,1,2,1,2,2,2,1,1,1,2,2,2,3,3,0.616342712
418100XXXX,02/26/20 12:41 AM,12127,32725,1,6,2,10,0,0,0,0,90,0,0,c1,c6,c9,,,,,,1,1,57,2,1,2,3,2,1,1,1,2,4,2,2,2,2,2,3,0.624475369
955100XXXX,02/25/20 10:21 PM,12127,32763,1,6,2,2,35,5,0,20,20,5,15,c2,c1,c8,c5,c3,c7,c6,2,1,2,51,2,3,3,4,2,1,1,3,1,4,2,2,2,2,3,3,0.750664219
172210XXXX,02/26/20 11:33 AM,12127,32720,2,,,,,,,,,,,,,,,,,,,2,2,32,1,3,4,6,4,1,2,2,2,4,3,2,2,1,3,3,0.630920158
376100XXXX,02/25/20 10:15 PM,12127,32720,1,6,2,0,0,50,10,15,100,10,50,c6,c8,c5,c3,c4,c7,c9,4,1,1,36,1,3,3,4,3,1,2,1,1,4,2,2,2,2,2,3,0.616342712
410000XXXX,02/25/20 10:11 PM,12127,32168,1,6,1,100,100,100,100,100,100,100,100,,,,,,,,,2,1,45,1,2,1,3,1,2,3,2,2,1,1,2,2,2,2,3,0.730263431
162610XXXX,02/26/20 11:33 AM,12133,32428,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,2,40,1,3,1,2,1,3,2,2,1,1,1,2,2,2,3,3,0.647561373
400100XXXX,02/25/20 10:15 PM,13013,30666,1,4,,0,0,0,0,0,36,0,0,,,,,,,,,2,2,35,1,3,1,3,4,1,2,2,1,3,2,2,2,2,2,3,0.647561373
150710XXXX,02/26/20 11:31 AM,13013,30680,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,2,41,1,3,1,1,1,1,2,3,1,3,2,2,2,2,3,3,0.647561373
129010XXXX,02/26/20 11:29 AM,13013,30666,1,6,2,47,10,40,30,45,55,40,49,c6,c8,c9,,,,,,1,1,35,1,3,2,4,2,1,2,2,1,4,2,2,2,2,3,3,0.616342712
191910XXXX,02/26/20 11:32 AM,13015,30120,1,6,1,10,20,10,15,10,20,10,30,,,,,,,,,2,1,37,1,3,1,4,1,3,3,2,1,2,2,2,2,2,1,3,0.616342712
155610XXXX,02/26/20 11:31 AM,13021,31217,2,,,,,,,,,,,,,,,,,,,2,2,31,1,3,1,6,1,1,1,2,1,4,3,2,2,2,3,3,0.630920158
216100XXXX,02/25/20 10:53 PM,13035,30233,1,1,,0,0,100,0,0,0,0,0,,,,,,,,,2,1,26,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,3,1.232402347
